FIDate,UniqueCarrier,delayFlag,Count,DepDelayMin,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
5/9/16,CRM,0,406,-2920,0,0,0,0,0
5/10/16,CRM,0,409,-3018,0,0,0,0,0
5/11/16,CRM,0,420,-2878,0,0,0,0,0
5/12/16,CRM,0,430,-2752,0,0,0,0,0
5/13/16,CRM,0,388,-2640,0,0,0,0,0
5/14/16,CRM,0,393,-2793,0,0,0,0,0
5/15/16,CRM,0,398,-2814,0,0,0,0,0
5/16/16,CRM,0,379,-2432,0,0,0,0,0
5/17/16,CRM,0,391,-2863,0,0,0,0,0
5/18/16,CRM,0,413,-2648,0,0,0,0,0
5/19/16,CRM,0,418,-2729,0,0,0,0,0
5/20/16,CRM,0,359,-2351,0,0,0,0,0
5/21/16,CRM,0,368,-2574,0,0,0,0,0
5/22/16,CRM,0,426,-3024,0,0,0,0,0
5/23/16,CRM,0,416,-2770,0,0,0,0,0
5/24/16,CRM,0,388,-2730,0,0,0,0,0
5/25/16,CRM,0,411,-2773,0,0,0,0,0
5/26/16,CRM,0,400,-2724,0,0,0,0,0
5/27/16,CRM,0,423,-2700,0,0,0,0,0
5/28/16,CRM,0,398,-2959,0,0,0,0,0
5/29/16,CRM,0,440,-3735,0,0,0,0,0
5/30/16,CRM,0,470,-3553,0,0,0,0,0
5/31/16,CRM,0,403,-2617,0,0,0,0,0
6/1/16,CRM,0,423,-2806,0,0,0,0,0
6/2/16,CRM,0,402,-2755,0,0,0,0,0
6/3/16,CRM,0,426,-3096,0,0,0,0,0
6/4/16,CRM,0,388,-2846,0,0,0,0,0
6/5/16,CRM,0,429,-3128,0,0,0,0,0
6/6/16,CRM,0,442,-3178,0,0,0,0,0
6/7/16,CRM,0,439,-2948,0,0,0,0,0
6/8/16,CRM,0,415,-3033,0,0,0,0,0
6/9/16,CRM,0,401,-2656,0,0,0,0,0
6/10/16,CRM,0,427,-2929,0,0,0,0,0
6/11/16,CRM,0,415,-2852,0,0,0,0,0
6/12/16,CRM,0,417,-2734,0,0,0,0,0
6/13/16,CRM,0,378,-2589,0,0,0,0,0
6/14/16,CRM,0,369,-2522,0,0,0,0,0
6/15/16,CRM,0,416,-2766,0,0,0,0,0
6/16/16,CRM,0,436,-2723,0,0,0,0,0
6/17/16,CRM,0,444,-2940,0,0,0,0,0
6/18/16,CRM,0,407,-2675,0,0,0,0,0
6/19/16,CRM,0,402,-2755,0,0,0,0,0
6/20/16,CRM,0,425,-3007,0,0,0,0,0
6/21/16,CRM,0,413,-2859,0,0,0,0,0
6/22/16,CRM,0,412,-2836,0,0,0,0,0
6/23/16,CRM,0,361,-2215,0,0,0,0,0
6/24/16,CRM,0,309,-1947,0,0,0,0,0
6/25/16,CRM,0,294,-1965,0,0,0,0,0
6/26/16,CRM,0,437,-3061,0,0,0,0,0
6/27/16,CRM,0,438,-3006,0,0,0,0,0
6/28/16,CRM,0,351,-2265,0,0,0,0,0
6/29/16,CRM,0,344,-2139,0,0,0,0,0
6/30/16,CRM,0,352,-2237,0,0,0,0,0
7/1/16,CRM,0,404,-2431,0,0,0,0,0
7/2/16,CRM,0,416,-2871,0,0,0,0,0
7/3/16,CRM,0,467,-3766,0,0,0,0,0
7/4/16,CRM,0,436,-3921,0,0,0,0,0
7/5/16,CRM,0,392,-2695,0,0,0,0,0
7/6/16,CRM,0,416,-2778,0,0,0,0,0
7/7/16,CRM,0,407,-2876,0,0,0,0,0
7/8/16,CRM,0,368,-2528,0,0,0,0,0
7/9/16,CRM,0,391,-2818,0,0,0,0,0
7/10/16,CRM,0,414,-2745,0,0,0,0,0
7/11/16,CRM,0,432,-3074,0,0,0,0,0
7/12/16,CRM,0,439,-3037,0,0,0,0,0
7/13/16,CRM,0,412,-2826,0,0,0,0,0
7/14/16,CRM,0,453,-3097,0,0,0,0,0
7/15/16,CRM,0,432,-2965,0,0,0,0,0
7/16/16,CRM,0,397,-2596,0,0,0,0,0
7/17/16,CRM,0,422,-2814,0,0,0,0,0
7/18/16,CRM,0,391,-2682,0,0,0,0,0
7/19/16,CRM,0,412,-2887,0,0,0,0,0
7/20/16,CRM,0,428,-2777,0,0,0,0,0
7/21/16,CRM,0,419,-2619,0,0,0,0,0
7/22/16,CRM,0,355,-2073,0,0,0,0,0
7/23/16,CRM,0,400,-2732,0,0,0,0,0
7/24/16,CRM,0,417,-2669,0,0,0,0,0
7/25/16,CRM,0,430,-2856,0,0,0,0,0
7/26/16,CRM,0,376,-2530,0,0,0,0,0
7/27/16,CRM,0,404,-2589,0,0,0,0,0
7/28/16,CRM,0,428,-2695,0,0,0,0,0
7/29/16,CRM,0,424,-2639,0,0,0,0,0
7/30/16,CRM,0,378,-2265,0,0,0,0,0
7/31/16,CRM,0,413,-2471,0,0,0,0,0
8/1/16,CRM,0,346,-2137,0,0,0,0,0
8/2/16,CRM,0,365,-2282,0,0,0,0,0
8/3/16,CRM,0,392,-2399,0,0,0,0,0
8/4/16,CRM,0,394,-2545,0,0,0,0,0
8/5/16,CRM,0,439,-3041,0,0,0,0,0
8/6/16,CRM,0,418,-2902,0,0,0,0,0
8/7/16,CRM,0,383,-2379,0,0,0,0,0
8/8/16,CRM,0,396,-2272,0,0,0,0,0
8/9/16,CRM,0,358,-2071,0,0,0,0,0
8/10/16,CRM,0,395,-2355,0,0,0,0,0
8/11/16,CRM,0,433,-2941,0,0,0,0,0
8/12/16,CRM,0,410,-2529,0,0,0,0,0
8/13/16,CRM,0,381,-2379,0,0,0,0,0
8/14/16,CRM,0,450,-3111,0,0,0,0,0
8/15/16,CRM,0,407,-2596,0,0,0,0,0
8/16/16,CRM,0,311,-2058,0,0,0,0,0
8/17/16,CRM,0,395,-2667,0,0,0,0,0
8/18/16,CRM,0,415,-2628,0,0,0,0,0
8/19/16,CRM,0,403,-2608,0,0,0,0,0
8/20/16,CRM,0,369,-2325,0,0,0,0,0
8/21/16,CRM,0,406,-2755,0,0,0,0,0
8/22/16,CRM,0,443,-3095,0,0,0,0,0
8/23/16,CRM,0,445,-3289,0,0,0,0,0
8/24/16,CRM,0,445,-3241,0,0,0,0,0
8/25/16,CRM,0,464,-3375,0,0,0,0,0
8/26/16,CRM,0,463,-3471,0,0,0,0,0
8/27/16,CRM,0,417,-2979,0,0,0,0,0
8/28/16,CRM,0,399,-2956,0,0,0,0,0
8/29/16,CRM,0,411,-3063,0,0,0,0,0
8/30/16,CRM,0,409,-2935,0,0,0,0,0
8/31/16,CRM,0,367,-2495,0,0,0,0,0
9/1/16,CRM,0,386,-2536,0,0,0,0,0
9/2/16,CRM,0,406,-2583,0,0,0,0,0
9/3/16,CRM,0,389,-2742,0,0,0,0,0
9/4/16,CRM,0,420,-3590,0,0,0,0,0
9/5/16,CRM,0,422,-3177,0,0,0,0,0
9/6/16,CRM,0,368,-2469,0,0,0,0,0
9/7/16,CRM,0,375,-2609,0,0,0,0,0
9/8/16,CRM,0,385,-2723,0,0,0,0,0
9/9/16,CRM,0,378,-2675,0,0,0,0,0
9/10/16,CRM,0,371,-2694,0,0,0,0,0
9/11/16,CRM,0,376,-2727,0,0,0,0,0
9/12/16,CRM,0,390,-2677,0,0,0,0,0
9/13/16,CRM,0,362,-2429,0,0,0,0,0
9/14/16,CRM,0,376,-2538,0,0,0,0,0
9/15/16,CRM,0,386,-2573,0,0,0,0,0
9/16/16,CRM,0,410,-2860,0,0,0,0,0
9/17/16,CRM,0,358,-2388,0,0,0,0,0
9/18/16,CRM,0,365,-2485,0,0,0,0,0
9/19/16,CRM,0,383,-2490,0,0,0,0,0
9/20/16,CRM,0,366,-2533,0,0,0,0,0
9/21/16,CRM,0,311,-1899,0,0,0,0,0
9/22/16,CRM,0,359,-2105,0,0,0,0,0
9/23/16,CRM,0,357,-2337,0,0,0,0,0
9/24/16,CRM,0,343,-2285,0,0,0,0,0
9/25/16,CRM,0,360,-2365,0,0,0,0,0
9/26/16,CRM,0,401,-2734,0,0,0,0,0
9/27/16,CRM,0,386,-2972,0,0,0,0,0
9/28/16,CRM,0,368,-2880,0,0,0,0,0
9/29/16,CRM,0,395,-2840,0,0,0,0,0
9/30/16,CRM,0,368,-2518,0,0,0,0,0
10/1/16,CRM,0,359,-2484,0,0,0,0,0
10/2/16,CRM,0,386,-2918,0,0,0,0,0
10/3/16,CRM,0,395,-3061,0,0,0,0,0
10/4/16,CRM,0,375,-2939,0,0,0,0,0
10/5/16,CRM,0,398,-3008,0,0,0,0,0
10/6/16,CRM,0,388,-2960,0,0,0,0,0
10/7/16,CRM,0,363,-2351,0,0,0,0,0
10/8/16,CRM,0,377,-2643,0,0,0,0,0
10/9/16,CRM,0,390,-3038,0,0,0,0,0
10/10/16,CRM,0,358,-2516,0,0,0,0,0
10/11/16,CRM,0,378,-2827,0,0,0,0,0
10/12/16,CRM,0,401,-2946,0,0,0,0,0
10/13/16,CRM,0,312,-2072,0,0,0,0,0
10/14/16,CRM,0,190,-1340,0,0,0,0,0
10/15/16,CRM,0,301,-1977,0,0,0,0,0
10/16/16,CRM,0,316,-1920,0,0,0,0,0
10/17/16,CRM,0,364,-2401,0,0,0,0,0
10/18/16,CRM,0,362,-2582,0,0,0,0,0
10/19/16,CRM,0,365,-2652,0,0,0,0,0
10/20/16,CRM,0,328,-2136,0,0,0,0,0
10/21/16,CRM,0,378,-2476,0,0,0,0,0
10/22/16,CRM,0,355,-2600,0,0,0,0,0
10/23/16,CRM,0,362,-2556,0,0,0,0,0
10/24/16,CRM,0,323,-2168,0,0,0,0,0
10/25/16,CRM,0,339,-2505,0,0,0,0,0
10/26/16,CRM,0,366,-2580,0,0,0,0,0
10/27/16,CRM,0,369,-2666,0,0,0,0,0
10/28/16,CRM,0,372,-2618,0,0,0,0,0
10/29/16,CRM,0,350,-2694,0,0,0,0,0
10/30/16,CRM,0,359,-2651,0,0,0,0,0
10/31/16,CRM,0,393,-3103,0,0,0,0,0
11/1/16,CRM,0,372,-2644,0,0,0,0,0
11/2/16,CRM,0,364,-2735,0,0,0,0,0
11/3/16,CRM,0,380,-2716,0,0,0,0,0
11/4/16,CRM,0,351,-2500,0,0,0,0,0
11/5/16,CRM,0,381,-2978,0,0,0,0,0
11/6/16,CRM,0,365,-2895,0,0,0,0,0
11/7/16,CRM,0,390,-2846,0,0,0,0,0
11/8/16,CRM,0,371,-3136,0,0,0,0,0
11/9/16,CRM,0,372,-2604,0,0,0,0,0
11/10/16,CRM,0,355,-2330,0,0,0,0,0
11/11/16,CRM,0,340,-2484,0,0,0,0,0
11/12/16,CRM,0,375,-2796,0,0,0,0,0
11/13/16,CRM,0,368,-2625,0,0,0,0,0
11/14/16,CRM,0,364,-2424,0,0,0,0,0
11/15/16,CRM,0,358,-2567,0,0,0,0,0
11/16/16,CRM,0,375,-2661,0,0,0,0,0
11/17/16,CRM,0,373,-2755,0,0,0,0,0
11/18/16,CRM,0,382,-2627,0,0,0,0,0
11/19/16,CRM,0,347,-2324,0,0,0,0,0
11/20/16,CRM,0,391,-2744,0,0,0,0,0
11/21/16,CRM,0,375,-2662,0,0,0,0,0
11/22/16,CRM,0,377,-2447,0,0,0,0,0
11/23/16,CRM,0,405,-2875,0,0,0,0,0
11/24/16,CRM,0,348,-2799,0,0,0,0,0
11/25/16,CRM,0,373,-2914,0,0,0,0,0
11/26/16,CRM,0,340,-2750,0,0,0,0,0
11/27/16,CRM,0,360,-2633,0,0,0,0,0
11/28/16,CRM,0,354,-2392,0,0,0,0,0
11/29/16,CRM,0,376,-2685,0,0,0,0,0
11/30/16,CRM,0,360,-2705,0,0,0,0,0
12/1/16,CRM,0,349,-2452,0,0,0,0,0
12/2/16,CRM,0,324,-2302,0,0,0,0,0
12/3/16,CRM,0,326,-2407,0,0,0,0,0
12/4/16,CRM,0,322,-2232,0,0,0,0,0
12/5/16,CRM,0,183,-1308,0,0,0,0,0
12/6/16,CRM,0,319,-2453,0,0,0,0,0
12/7/16,CRM,0,304,-2182,0,0,0,0,0
12/8/16,CRM,0,293,-2005,0,0,0,0,0
12/9/16,CRM,0,172,-1203,0,0,0,0,0
12/10/16,CRM,0,251,-1659,0,0,0,0,0
12/11/16,CRM,0,333,-2541,0,0,0,0,0
12/12/16,CRM,0,285,-1965,0,0,0,0,0
12/13/16,CRM,0,334,-2545,0,0,0,0,0
12/14/16,CRM,0,305,-1899,0,0,0,0,0
12/15/16,CRM,0,277,-1538,0,0,0,0,0
12/16/16,CRM,0,260,-1255,0,0,0,0,0
12/17/16,CRM,0,226,-1157,0,0,0,0,0
12/18/16,CRM,0,289,-1626,0,0,0,0,0
12/19/16,CRM,0,260,-1448,0,0,0,0,0
12/20/16,CRM,0,309,-1753,0,0,0,0,0
12/21/16,CRM,0,322,-1900,0,0,0,0,0
12/22/16,CRM,0,320,-1991,0,0,0,0,0
12/23/16,CRM,0,282,-1607,0,0,0,0,0
12/24/16,CRM,0,346,-2572,0,0,0,0,0
12/25/16,CRM,0,354,-2693,0,0,0,0,0
12/26/16,CRM,0,329,-2313,0,0,0,0,0
12/27/16,CRM,0,344,-2412,0,0,0,0,0
12/28/16,CRM,0,333,-2226,0,0,0,0,0
12/29/16,CRM,0,366,-2471,0,0,0,0,0
12/30/16,CRM,0,333,-1972,0,0,0,0,0
12/31/16,CRM,0,285,-1732,0,0,0,0,0
1/1/16,AIS,0,1219,-3835,0,0,0,0,0
1/2/16,AIS,0,1336,-3951,0,0,0,0,0
1/3/16,AIS,0,1330,-3773,0,0,0,0,0
1/4/16,AIS,0,1451,-4170,0,0,0,0,0
1/5/16,AIS,0,1506,-4855,0,0,0,0,0
1/6/16,AIS,0,1671,-5983,0,0,0,0,0
1/7/16,AIS,0,1798,-6341,0,0,0,0,0
1/8/16,AIS,0,1787,-6044,0,0,0,0,0
1/9/16,AIS,0,1231,-3999,0,0,0,0,0
1/10/16,AIS,0,1164,-3354,0,0,0,0,0
1/11/16,AIS,0,1630,-5302,0,0,0,0,0
1/12/16,AIS,0,1702,-6073,0,0,0,0,0
1/13/16,AIS,0,1805,-6449,0,0,0,0,0
1/14/16,AIS,0,1723,-5556,0,0,0,0,0
1/15/16,AIS,0,1264,-3531,0,0,0,0,0
1/16/16,AIS,0,1154,-3825,0,0,0,0,0
1/17/16,AIS,0,1370,-4783,0,0,0,0,0
1/18/16,AIS,0,1540,-4681,0,0,0,0,0
1/19/16,AIS,0,1660,-5903,0,0,0,0,0
1/20/16,AIS,0,1659,-6008,0,0,0,0,0
1/21/16,AIS,0,1582,-5384,0,0,0,0,0
1/22/16,AIS,0,1101,-3578,0,0,0,0,0
1/23/16,AIS,0,565,-2056,0,0,0,0,0
1/24/16,AIS,0,1298,-3866,0,0,0,0,0
1/25/16,AIS,0,1609,-5020,0,0,0,0,0
1/26/16,AIS,0,1876,-7246,0,0,0,0,0
1/27/16,AIS,0,1906,-7362,0,0,0,0,0
1/28/16,AIS,0,1896,-6949,0,0,0,0,0
1/29/16,AIS,0,1891,-6815,0,0,0,0,0
1/30/16,AIS,0,1336,-5250,0,0,0,0,0
1/31/16,AIS,0,1642,-5808,0,0,0,0,0
2/1/16,AIS,0,1970,-7514,0,0,0,0,0
2/2/16,AIS,0,1567,-6110,0,0,0,0,0
2/3/16,AIS,0,1474,-5516,0,0,0,0,0
2/4/16,AIS,0,1786,-6285,0,0,0,0,0
2/5/16,AIS,0,1538,-4997,0,0,0,0,0
2/6/16,AIS,0,1270,-4629,0,0,0,0,0
2/7/16,AIS,0,1494,-5318,0,0,0,0,0
2/8/16,AIS,0,1685,-5610,0,0,0,0,0
2/9/16,AIS,0,1427,-5357,0,0,0,0,0
2/10/16,AIS,0,1797,-6351,0,0,0,0,0
2/11/16,AIS,0,1728,-5726,0,0,0,0,0
2/12/16,AIS,0,1624,-4994,0,0,0,0,0
2/13/16,AIS,0,1214,-4194,0,0,0,0,0
2/14/16,AIS,0,1419,-4725,0,0,0,0,0
2/15/16,AIS,0,1189,-3571,0,0,0,0,0
2/16/16,AIS,0,1093,-3379,0,0,0,0,0
2/17/16,AIS,0,1831,-6335,0,0,0,0,0
2/18/16,AIS,0,1724,-5688,0,0,0,0,0
2/19/16,AIS,0,1899,-6319,0,0,0,0,0
2/20/16,AIS,0,1463,-5136,0,0,0,0,0
2/21/16,AIS,0,1919,-6673,0,0,0,0,0
2/22/16,AIS,0,1816,-6651,0,0,0,0,0
2/23/16,AIS,0,1892,-7401,0,0,0,0,0
2/24/16,AIS,0,1280,-4415,0,0,0,0,0
2/25/16,AIS,0,1557,-4860,0,0,0,0,0
2/26/16,AIS,0,1814,-6076,0,0,0,0,0
2/27/16,AIS,0,1477,-5631,0,0,0,0,0
2/28/16,AIS,0,1911,-6813,0,0,0,0,0
2/29/16,AIS,0,2023,-7388,0,0,0,0,0
3/1/16,AIS,0,1913,-7482,0,0,0,0,0
3/2/16,AIS,0,1880,-6640,0,0,0,0,0
3/3/16,AIS,0,1694,-5781,0,0,0,0,0
3/4/16,AIS,0,1554,-4890,0,0,0,0,0
3/5/16,AIS,0,1590,-5654,0,0,0,0,0
3/6/16,AIS,0,1910,-6570,0,0,0,0,0
3/7/16,AIS,0,2063,-7683,0,0,0,0,0
3/8/16,AIS,0,2142,-8916,0,0,0,0,0
3/9/16,AIS,0,1978,-7665,0,0,0,0,0
3/10/16,AIS,0,1919,-6673,0,0,0,0,0
3/11/16,AIS,0,1899,-6396,0,0,0,0,0
3/12/16,AIS,0,1568,-5756,0,0,0,0,0
3/13/16,AIS,0,1712,-5686,0,0,0,0,0
3/14/16,AIS,0,1862,-6075,0,0,0,0,0
3/15/16,AIS,0,1943,-6800,0,0,0,0,0
3/16/16,AIS,0,1878,-6362,0,0,0,0,0
3/17/16,AIS,0,1646,-5075,0,0,0,0,0
3/18/16,AIS,0,1855,-5780,0,0,0,0,0
3/19/16,AIS,0,1361,-4499,0,0,0,0,0
3/20/16,AIS,0,1809,-5883,0,0,0,0,0
3/21/16,AIS,0,1797,-5815,0,0,0,0,0
3/22/16,AIS,0,1930,-6591,0,0,0,0,0
3/23/16,AIS,0,1891,-6218,0,0,0,0,0
3/24/16,AIS,0,1644,-5309,0,0,0,0,0
3/25/16,AIS,0,1630,-5283,0,0,0,0,0
3/26/16,AIS,0,1365,-4847,0,0,0,0,0
3/27/16,AIS,0,1719,-6174,0,0,0,0,0
3/28/16,AIS,0,1707,-5671,0,0,0,0,0
3/29/16,AIS,0,1877,-6883,0,0,0,0,0
3/30/16,AIS,0,2001,-7477,0,0,0,0,0
3/31/16,AIS,0,1659,-5415,0,0,0,0,0
4/1/16,AIS,0,1468,-5195,0,0,0,0,0
4/2/16,AIS,0,1270,-4498,0,0,0,0,0
4/3/16,AIS,0,1621,-5321,0,0,0,0,0
4/4/16,AIS,0,1792,-5944,0,0,0,0,0
4/5/16,AIS,0,2001,-7286,0,0,0,0,0
4/6/16,AIS,0,2082,-7788,0,0,0,0,0
4/7/16,AIS,0,1774,-5778,0,0,0,0,0
4/8/16,AIS,0,1812,-5945,0,0,0,0,0
4/9/16,AIS,0,1585,-5734,0,0,0,0,0
4/10/16,AIS,0,1900,-6469,0,0,0,0,0
4/11/16,AIS,0,1975,-7140,0,0,0,0,0
4/12/16,AIS,0,2158,-8600,0,0,0,0,0
4/13/16,AIS,0,2165,-8570,0,0,0,0,0
4/14/16,AIS,0,2091,-7208,0,0,0,0,0
4/15/16,AIS,0,2059,-7135,0,0,0,0,0
4/16/16,AIS,0,1696,-6173,0,0,0,0,0
4/17/16,AIS,0,1929,-6720,0,0,0,0,0
4/18/16,AIS,0,2078,-7378,0,0,0,0,0
4/19/16,AIS,0,2257,-9029,0,0,0,0,0
4/20/16,AIS,0,2174,-8327,0,0,0,0,0
4/21/16,AIS,0,1993,-6687,0,0,0,0,0
4/22/16,AIS,0,1996,-6751,0,0,0,0,0
4/23/16,AIS,0,1705,-6415,0,0,0,0,0
4/24/16,AIS,0,2082,-7564,0,0,0,0,0
4/25/16,AIS,0,2159,-7846,0,0,0,0,0
4/26/16,AIS,0,1997,-7734,0,0,0,0,0
4/27/16,AIS,0,1946,-7068,0,0,0,0,0
4/28/16,AIS,0,1957,-6278,0,0,0,0,0
4/29/16,AIS,0,2009,-6589,0,0,0,0,0
4/30/16,AIS,0,1437,-5145,0,0,0,0,0
5/1/16,AIS,0,1383,-4392,0,0,0,0,0
5/2/16,AIS,0,1549,-4863,0,0,0,0,0
5/3/16,AIS,0,1997,-7507,0,0,0,0,0
5/4/16,AIS,0,1894,-6920,0,0,0,0,0
5/5/16,AIS,0,1831,-5983,0,0,0,0,0
5/6/16,AIS,0,1810,-5765,0,0,0,0,0
5/7/16,AIS,0,1569,-5789,0,0,0,0,0
5/8/16,AIS,0,1945,-6527,0,0,0,0,0
5/9/16,AIS,0,2118,-7521,0,0,0,0,0
5/10/16,AIS,0,2187,-8358,0,0,0,0,0
5/11/16,AIS,0,2042,-7226,0,0,0,0,0
5/12/16,AIS,0,1846,-5849,0,0,0,0,0
5/13/16,AIS,0,1929,-6184,0,0,0,0,0
5/14/16,AIS,0,1615,-5289,0,0,0,0,0
5/15/16,AIS,0,1918,-5895,0,0,0,0,0
5/16/16,AIS,0,1950,-6089,0,0,0,0,0
5/17/16,AIS,0,1710,-6106,0,0,0,0,0
5/18/16,AIS,0,1967,-6805,0,0,0,0,0
5/19/16,AIS,0,1764,-5658,0,0,0,0,0
5/20/16,AIS,0,1640,-5176,0,0,0,0,0
5/21/16,AIS,0,1480,-4915,0,0,0,0,0
5/22/16,AIS,0,2057,-6872,0,0,0,0,0
5/23/16,AIS,0,2011,-6810,0,0,0,0,0
5/24/16,AIS,0,2038,-7358,0,0,0,0,0
5/25/16,AIS,0,1897,-6139,0,0,0,0,0
5/26/16,AIS,0,1819,-5601,0,0,0,0,0
5/27/16,AIS,0,1892,-5959,0,0,0,0,0
5/28/16,AIS,0,1560,-5568,0,0,0,0,0
5/29/16,AIS,0,1626,-6248,0,0,0,0,0
5/30/16,AIS,0,2025,-7463,0,0,0,0,0
5/31/16,AIS,0,1927,-6626,0,0,0,0,0
6/1/16,AIS,0,1953,-6799,0,0,0,0,0
6/2/16,AIS,0,1985,-7039,0,0,0,0,0
6/3/16,AIS,0,2038,-6977,0,0,0,0,0
6/4/16,AIS,0,1654,-5922,0,0,0,0,0
6/5/16,AIS,0,1700,-5665,0,0,0,0,0
6/6/16,AIS,0,1836,-6025,0,0,0,0,0
6/7/16,AIS,0,2028,-7440,0,0,0,0,0
6/8/16,AIS,0,2036,-6964,0,0,0,0,0
6/9/16,AIS,0,1981,-6545,0,0,0,0,0
6/10/16,AIS,0,2013,-6497,0,0,0,0,0
6/11/16,AIS,0,1656,-5664,0,0,0,0,0
6/12/16,AIS,0,1887,-5981,0,0,0,0,0
6/13/16,AIS,0,1905,-6133,0,0,0,0,0
6/14/16,AIS,0,1482,-5003,0,0,0,0,0
6/15/16,AIS,0,1647,-4916,0,0,0,0,0
6/16/16,AIS,0,1694,-5155,0,0,0,0,0
6/17/16,AIS,0,1513,-5091,0,0,0,0,0
6/18/16,AIS,0,1465,-4882,0,0,0,0,0
6/19/16,AIS,0,1924,-6423,0,0,0,0,0
6/20/16,AIS,0,2042,-6747,0,0,0,0,0
6/21/16,AIS,0,1850,-6334,0,0,0,0,0
6/22/16,AIS,0,1908,-6386,0,0,0,0,0
6/23/16,AIS,0,1542,-4671,0,0,0,0,0
6/24/16,AIS,0,1845,-5624,0,0,0,0,0
6/25/16,AIS,0,1548,-5319,0,0,0,0,0
6/26/16,AIS,0,1379,-4520,0,0,0,0,0
6/27/16,AIS,0,1780,-5482,0,0,0,0,0
6/28/16,AIS,0,1532,-4944,0,0,0,0,0
6/29/16,AIS,0,1957,-6210,0,0,0,0,0
6/30/16,AIS,0,1715,-5185,0,0,0,0,0
7/1/16,AIS,0,1677,-5131,0,0,0,0,0
7/2/16,AIS,0,1364,-4300,0,0,0,0,0
7/3/16,AIS,0,1747,-6779,0,0,0,0,0
7/4/16,AIS,0,1802,-7371,0,0,0,0,0
7/5/16,AIS,0,1514,-5127,0,0,0,0,0
7/6/16,AIS,0,1266,-4133,0,0,0,0,0
7/7/16,AIS,0,1752,-5993,0,0,0,0,0
7/8/16,AIS,0,1835,-6225,0,0,0,0,0
7/9/16,AIS,0,1663,-5453,0,0,0,0,0
7/10/16,AIS,0,1943,-6273,0,0,0,0,0
7/11/16,AIS,0,1919,-6697,0,0,0,0,0
7/12/16,AIS,0,2152,-7844,0,0,0,0,0
7/13/16,AIS,0,1815,-6325,0,0,0,0,0
7/14/16,AIS,0,1694,-5037,0,0,0,0,0
7/15/16,AIS,0,1965,-6304,0,0,0,0,0
7/16/16,AIS,0,1718,-5927,0,0,0,0,0
7/17/16,AIS,0,1898,-6388,0,0,0,0,0
7/18/16,AIS,0,1835,-6150,0,0,0,0,0
7/19/16,AIS,0,1890,-6615,0,0,0,0,0
7/20/16,AIS,0,2163,-7670,0,0,0,0,0
7/21/16,AIS,0,1467,-4730,0,0,0,0,0
7/22/16,AIS,0,1492,-4303,0,0,0,0,0
7/23/16,AIS,0,1438,-4458,0,0,0,0,0
7/24/16,AIS,0,2051,-6900,0,0,0,0,0
7/25/16,AIS,0,1951,-6561,0,0,0,0,0
7/26/16,AIS,0,1824,-6143,0,0,0,0,0
7/27/16,AIS,0,1972,-6717,0,0,0,0,0
7/28/16,AIS,0,1792,-5832,0,0,0,0,0
7/29/16,AIS,0,1767,-5365,0,0,0,0,0
7/30/16,AIS,0,1305,-4111,0,0,0,0,0
7/31/16,AIS,0,1392,-4153,0,0,0,0,0
8/1/16,AIS,0,1636,-5048,0,0,0,0,0
8/2/16,AIS,0,1671,-5907,0,0,0,0,0
8/3/16,AIS,0,2071,-7246,0,0,0,0,0
8/4/16,AIS,0,1728,-5858,0,0,0,0,0
8/5/16,AIS,0,2059,-6978,0,0,0,0,0
8/6/16,AIS,0,1751,-6289,0,0,0,0,0
8/7/16,AIS,0,1953,-6553,0,0,0,0,0
8/8/16,AIS,0,26,-54,0,0,0,0,0
8/9/16,AIS,0,184,-453,0,0,0,0,0
8/10/16,AIS,0,705,-2011,0,0,0,0,0
8/11/16,AIS,0,1497,-4316,0,0,0,0,0
8/12/16,AIS,0,1786,-5488,0,0,0,0,0
8/13/16,AIS,0,1535,-4791,0,0,0,0,0
8/14/16,AIS,0,1794,-5737,0,0,0,0,0
8/15/16,AIS,0,1902,-6467,0,0,0,0,0
8/16/16,AIS,0,1919,-6965,0,0,0,0,0
8/17/16,AIS,0,2049,-7328,0,0,0,0,0
8/18/16,AIS,0,1843,-5991,0,0,0,0,0
8/19/16,AIS,0,1840,-5851,0,0,0,0,0
8/20/16,AIS,0,1450,-4834,0,0,0,0,0
8/21/16,AIS,0,1479,-4927,0,0,0,0,0
8/22/16,AIS,0,2051,-7275,0,0,0,0,0
8/23/16,AIS,0,2297,-9128,0,0,0,0,0
8/24/16,AIS,0,2215,-9092,0,0,0,0,0
8/25/16,AIS,0,2210,-8066,0,0,0,0,0
8/26/16,AIS,0,2183,-7887,0,0,0,0,0
8/27/16,AIS,0,1575,-6009,0,0,0,0,0
8/28/16,AIS,0,1982,-7071,0,0,0,0,0
8/29/16,AIS,0,2135,-8123,0,0,0,0,0
8/30/16,AIS,0,2251,-9745,0,0,0,0,0
8/31/16,AIS,0,2191,-8433,0,0,0,0,0
9/1/16,AIS,0,1797,-5892,0,0,0,0,0
9/2/16,AIS,0,1649,-5430,0,0,0,0,0
9/3/16,AIS,0,1420,-5480,0,0,0,0,0
9/4/16,AIS,0,1675,-6896,0,0,0,0,0
9/5/16,AIS,0,1941,-6811,0,0,0,0,0
9/6/16,AIS,0,1844,-6067,0,0,0,0,0
9/7/16,AIS,0,1945,-7476,0,0,0,0,0
